CollegeName,State Name
Cornell Institute of Information Technology (Id: C-32482,Madhya Pradesh
Cornell Institute of Science & Technology (CIST) (Id: C-32083,Madhya Pradesh
"Corporate Institute of Research & Technology, Hataikheda, Near Patel Nagar, Raisen Road, Bhopal -462022 (Id: C-35974",Madhya Pradesh
"Corporate Institute of Science & Technology, Hataikheda, Near Patel Nagar, Raisen Road, Bhopal (Id: C-36095",Madhya Pradesh
"CR ENGINEERING COLLEGE, VALAYAPATTI, MADURAI (Id: C-45317",Tamil Nadu
"Crescent College of Technology, Near Gommathgiri, Opposite Pitra Parvat, Jamburdi, Haspi-Hotod Road, Indore (Id: C-36283",Madhya Pradesh
"Crescent College of Technology, Opp. Bhopal Memorial Hospital, Karod, Bypass Road, Nabi Bagh, Bhopal (Id: C-36209",Madhya Pradesh
CRV Institute of Technology & Science (Id: C-19777,Telangana
CSI College of Engineering (Id: C-37016,Tamil Nadu
"CT Institute of Engg. Management and Technology, Shahpur (Id: C-10378",Punjab
CT Institute of Hotel Management and Catering Technology (Id: C-10452,Punjab
"CT Institute of Management & Technology, Shahpur (Id: C-10416",Punjab
"CT Institute of Technology, Shahpur (Id: C-10394",Punjab
"Cummins College of Engineering for Women, Mauja (Id: C-18376",Maharashtra
"CV Raman College of Engineering (CVRCE), Bhubaneswar (Id: C-30045",Odisha
CVR College of Engineering (Id: C-19607,Telangana
"D J R College of Engineering & Technology, DJR Nagar, N.H.5, Velpur (V), Via Gudavalli, Vijayawada, PIN- 521 104(CC-7K) (Id: C-18125",Andhra Pradesh
D L PATEL INSTI OF MANAG & TECHNOLOGY (Id: C-6667,Gujarat
"D S College of Management & Technology, Vill Kutkana, PO Kher, Teh. Nurpur, Distt Kangra (Id: C-11409",Himachal Pradesh
"D. Y. Patil College of Engineering & Technology, KASABA BAWADA (Id: C-11125",Maharashtra
"D. Y. Patil Education Society, D.Y. Patil Technical campus, Faculty of Management, Talsande , Tal. Hatkanagle (Id: C-11199",Maharashtra
"D. Y. Patil Pratishthans D.Y. Patil College of Engineering ,Pune (Id: C-41513",Maharashtra
"D.A.V.Institute of engineering and Technology,Medininagar (Id: C-42761",Jharkhand
"D.C. School of Management and Technology, Pullikkanam P.O., Vagamon, ldukki- 685 503 (Id: C-11820",Kerala
"D.J.COLLEGE OF ENGINEERING AND TECHNOLOGY, MODINAGAR, GHAZIABAD (Id: C-46135",Uttar Pradesh
"D.N.R. College of Engineering & Technology, Balusumudi, Bhimavaram- 534 202,(CC-9P) (Id: C-17920",Andhra Pradesh
D.R. College of Engg.& Technology (Id: C-10574,Haryana
"D.S. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, GHAZIABAD (Id: C-46389",Uttar Pradesh
"D.S.M.'s Institute of Information Technology & Management, Parbhani (Id: C-7514",Maharashtra
"D.Y. Patil Education Society, D.Y. Patil Technical Campus, Faculty of Engineering Talsande, (Id: C-11157",Maharashtra
Daas College of Management & Technology (Id: C-21258,Uttrakhand
"DADI Institute of Engineering & Technology, Nh-5, Gavarapalem, Anakapalle-531002, (CC-U4) (Id: C-17948",Andhra Pradesh
"Dairy Technology Programme, Kamareddy (Id: C-22054",Telangana
Daita Madhusudana Sastry Sri Venkateswara Hindu College of Engineering (Id: C-25352,Andhra Pradesh
Dalal Global Institute of Technology (Id: C-28157,Haryana
"Damisetty Bala Suresh Institute of Technology, Kavali (Id: C-26995",Andhra Pradesh
Darbhanga College of Engineering (Id: C-8753,Bihar
Daripally Anantharamulu College of Engineering & Technology (Id: C-19595,Telangana
Darsh Institute of Engineering and Technology (Id: C-19312,Haryana
"Darshan College, Mysore Road, Opp. R.V. Engineering College, Bangalore-560 059. (Id: C-20935",Karnataka
"Dashmesh Institute of Management and Technology, Barnala (Id: C-10339",Punjab
DATACARE INSTITUTE OF INFORMATION TECHNOLOGY SATNA (Id: C-31255,Madhya Pradesh
"Datta Kala Group of Institution's Faculty of Engineering, Gat No. 541/2, Pune - Solapur Highway, A/p. Swami Chincholi, Taluka Daund, District Pune (Id: C-44576",Maharashtra
Datta Meghe College of Engineering CIDCO Sector III Airoli Navi Mumbai 400 708 (Id: C-34200,Maharashtra
"Datta Meghe Institute of Engineering, technology and Research, Sawangi meghe (Id: C-18926",Maharashtra
"Dattajirao Kadam Technical and Education Society Institute of Management, Kalavant Mala, Near Adinath Housing Society,Ichalkaran (Id: C-11043",Maharashtra
"DAV Institute of Engineering and Technology, Jalandhar (Id: C-10384",Punjab
"DAYANAND DINANATH INSTITUTE OF TECHNOLOGY, UNNAO (Id: C-47020",Uttar Pradesh
"DAYANANDA SAGAR ACADEMY OF TECHNOLOGY AND MANAGEMENT, BANGALORE (Id: C-45307",Karnataka
"Dayananda Sagar College of Engineering, BANGALORE (Id: C-1413",Karnataka
"DDM College of Sciences & technology, VPO Gondpur, Banehra Upper Amb, Distt Una (Id: C-11278",Himachal Pradesh
"DDM College of Sciences & Technology, VPO Gondpur, Teh. Amb. Distt Una (Id: C-11263",Himachal Pradesh
"DDR College of Medical Lab Technology, Nellore (Id: C-30654",Andhra Pradesh
"De Paul Institute Of Science & Technology, De Paul Nagar, Angamaly South P.O., Angamaly, 683 573 (Id: C-11757",Kerala
"De Paul Institute of Science and Technology, De Paul Nagar, Angamaly South 683573 (Id: C-11656",Kerala
Deccan College of Engineering & Technology (Id: C-25435,Telangana
Deccan Education Societys Navinchandra Mehta Institute of Technology and Development At Dadar Mumbai 400 028 (Id: C-33645,Maharashtra
Deen Dayal Rustogi College of Management & Technology (Id: C-28151,Haryana
Deep Institute of Engineering & Technology and Group institution (Id: C-28295,Haryana
Deepshikha College of Technical Education (Id: C-25209,Rajasthan
"Deepshikha College of Technical Education, Jaipur (Id: C-39135",Rajasthan
"DEEWAN V.S. INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT (Id: C-46195",Uttar Pradesh
"Defence College of Commerece and Technical Management, Deoria (Id: C-14111",Uttar Pradesh
DEHAT VIKAS INSTITUTE OF EDUCATION AND TECHNOLOGY (Id: C-28397,Haryana
"DEHRADUN INST. OF MGMT. SC. & TECHNOLOGY GOVINDPURAM, GHAZIABAD Ph. No :- 0120-2764057, 2768925 (Id: C-28588",Uttar Pradesh
Dehradun Institute of Technology (Id: C-21311,Uttrakhand
DEI TECHNICAL COLLEGE (Id: C-12830,Uttar Pradesh
Delhi College of Technology & Management (Id: C-28230,Haryana
"Delhi Engineering College, LadiyaPur (Id: C-28142",Haryana
"DELHI INSTITUTE OF ENGINEERING AND TECHNOLOGY, PARTAPUR BYPASS, MEERUT (Id: C-46220",Uttar Pradesh
"DELHI INSTITUTE OF MANAGEMENT & TECHNOLOGY VILL.KAKRA, RAWLI ROAD, MURAD NAGAR, GHAZIABAD (Id: C-29070",Uttar Pradesh
Delhi Institute of Technology and Management (Id: C-19296,Haryana
"Delhi Institute of Technology Management & Research, (Id: C-28147",Haryana
Delhi Institute of Tool Engineering (Id: C-32880,Delhi
Delhi Technical Campus (Id: C-28159,Haryana
"Deogiri Institute of Engineering and Management Studies, Aurangabad (Id: C-34671",Maharashtra
Deogiri Institute of Technology and Management Studies (Id: C-34520,Maharashtra
Department of Biotechnology and Bioinformatics (Id: C-10972,Maharashtra
"Department of Paper Technology, Saharanpur (Id: C-12027",Uttar Pradesh
"DEV BHOOMI GROUPS OF INSTITUTIONS FACULTY OF ENGINEERING, SAHARANPUR (Id: C-47005",Uttar Pradesh
Dev Bhoomi Institute of Technology (Id: C-21289,Uttrakhand
Dev Bhoomi Institute of Technology and Engineering (Id: C-21260,Uttrakhand
"DEV TECHNICAL CAMPUS, KUBERPUR, AGRA (Id: C-46033",Uttar Pradesh
"Devbhoomi Institute of Education Science and Technology, Dehradun (Id: C-24601",Uttrakhand
"Devi College of Medical Lab Technology, Hyderabad (Id: C-30332",Telangana
"Devineni Venkata Ramana & Dr. Hima Sekhar MIC College of Technology, Kanchikacherla, PIN-521180(CC-H7) (Id: C-18086",Andhra Pradesh
"DEVPRAYAG INSTITUTE OF TECHNICAL STUDIES, ALLAHABAD (Id: C-46673",Uttar Pradesh
"DEWAN V S INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT (Id: C-46966",Uttar Pradesh
"DEWAN V.S. INSTITUTE OF HOTEL MANAGEMENT AND TECHNOLOGY, MEERUT. (Id: C-46216",Uttar Pradesh
Dhaanish Ahmed College of Engineering (Id: C-16615,Tamil Nadu
Dhalai District Polytechnic Institute (Id: C-9586,Tripura
"Dhamangaon Education Societys College of Engineering & Technology,Dhamangaon Rly. (Id: C-42889",Maharashtra
DHAMTARI INSTITUTE OF INFORMATION TECHNOLOGY DHAMTARI (Id: C-31405,Chhatisgarh
Dhanalakshmi College of Engineering (Id: C-16567,Tamil Nadu
Dhanalakshmi Srinivasan College of Engineering (Id: C-37103,Tamil Nadu
Dhanalakshmi Srinivasan College of Engineering and Technology (Id: C-16625,Tamil Nadu
Dhanalakshmi Srinivasan Engineering College (Id: C-24984,Tamil Nadu
DHANALAKSHMI SRINIVASAN INSTITUTE OF RESEARCH AND TECHNOLOGY (Id: C-48277,Tamil Nadu
DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY (Id: C-48278,Tamil Nadu
"Dhananjay Mahadik Group of Institutions Faculty of Engineering, Vikaswadi, Kagal (Id: C-11021",Maharashtra
"Dhanekula Institute of Engineering & Technology, Ganguru, Penamalluru Mandal, PIN-521139(CC-8T) (Id: C-17937",Andhra Pradesh
"Dhaneswar Rath Institute of Engineering & Management Studies, Cuttack (Id: C-30059",Odisha
"Dharamveer Institute of Education & Technology, Noorpur (Id: C-13469",Uttar Pradesh
"DHIRAJLAL GANDHI COLLEGE OF TECHNOLOGY, SALEM (Id: C-45299",Tamil Nadu
"Dhole Patil Education Societys Dhole Patil College of Engineering,Pune (Id: C-41485",Maharashtra
Digital Institute of Technology & Science (Id: C-32165,Madhya Pradesh
DIGITAL INSTITUTE OF TECHNOLOGY & SCIENCE KOTMA (Id: C-31550,Madhya Pradesh
"DIPS Institute of Management & Technology, Jalandhar (Id: C-10247",Punjab
"Disha Institute of Management and Technology Satya Vihar, (Id: C-15638",Chhatisgarh
"Disha Institute of Science & Technology, Dhampur (Id: C-13391",Uttar Pradesh
"DISHA INSTITUTE OF SCIENCE AND TECHNOLOGY, DHAMPUR, BIJNORE (Id: C-46055",Uttar Pradesh
"DIT SCHOOL OF ENGINEERING, GREATER NOIDA (Id: C-47872",Uttar Pradesh
Dixit Institute of Information Technology (Id: C-32075,Madhya Pradesh
"DJ COLLEGE OF ENGINEERING AND TECHNOLOGY, MODINAGAR (Id: C-46985",Uttar Pradesh
"DJR Institute of Engineering And Technology, Velpur (V), Via Godavalli, Vijayawada, PIN-521104(CC-JC) (Id: C-18151",Andhra Pradesh
DMI College of Engineering (Id: C-16503,Tamil Nadu
DMI Engineering College (Id: C-27086,Tamil Nadu
"DMV Mandal's College of Agril Bio-Technology, Georai Tanda (Id: C-44916",Maharashtra
"DMV Mandal's College of Agril Bio-Technology, Hatta (Id: C-44914",Maharashtra
"DNM INSTITUTE OF ENGINEERING AND TECHNOLOGY, LUCKNOW (Id: C-46898",Uttar Pradesh
"DNS COLLEGE OF ENGINEERING AND TECHNOLOGY, J P NAGAR (Id: C-46069",Uttar Pradesh
Dnyankunj College of Information Technology and Management (Id: C-44293,Maharashtra
"DNYANSHREE INSTITUTE OF ENGINEERING AND TECHNOLOGY, SATARA (Id: C-48655",Maharashtra
"Doaba Institute of Engineering & Technology, Ghatuar (Id: C-29459",Punjab
Doaba Women Institute of Engg. & Technology (Id: C-10424,Punjab
"DON BOSCO COLLEGE OF ENGINEERING, FATORDA, MARGAO (Id: C-46324",Goa
"Don Bosco Institute of Technology and Science(DBITS), 5th Mile, Pulladigunta, (Vil)Vatticherukuru PIN-522 017 (CC-GK) (Id: C-18014",Andhra Pradesh
"Don Bosco Institute of Technology, BANGALORE (Id: C-1258",Karnataka
Dooars Academy of Technology and Management 199 (Id: C-6341,West Bengal
"Doon College of Agriculture Science and Technology, Dehradun (Id: C-24664",Uttrakhand
Doon College of Engg. & Technology (Id: C-21329,Uttrakhand
"DOON COLLEGE OF ENGINEERING AND TECHNOLOGY, SAHARANPUR (Id: C-46405",Uttar Pradesh
Doon Institute of Engineering & Technology (Id: C-21314,Uttrakhand
Doon Institute of Management & Technology (Id: C-21281,Uttrakhand
"Doon P.G College of Agricultural Science and Technology, Dehradun (Id: C-24581",Uttrakhand
Doon Valley College of Engineering (Id: C-10536,Haryana
Doon Valley Institute of Engineering & Technology (Id: C-10761,Haryana
"Doraha Institute of management and Technology, Doraha (Id: C-10352",Punjab
DPG Institute of Technology and Management (Id: C-28327,Haryana
"DR AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPED , KANPUR (Id: C-46823",Uttar Pradesh
DR B B A GOVERNMENT POLYTECHNIC (Id: C-47929,Dadra & Nagar Haveli
"Dr Babasaheb Ambedkar College of Engineering and Research, Wanadongri (Id: C-18300",Maharashtra
"DR D Y PATIL EDUCATIONAL ACADEMYS DR D Y PATIL SCHOOL OF ENGINEERING ACADEMY, PUNE (Id: C-45870",Maharashtra
"DR D Y PATIL EDUCATIONAL ENTERPRISES CHARITABLE TRUSTS DR D Y PATIL GROUP OF INSTITUTIONS DR D Y PATIL SCHOOL OF ENGINEERING AND TECHNOLOGY, PUNE (Id: C-45871",Maharashtra
"DR D Y PATIL EDUCATIONAL ENTERPRISES CHARITABLE TRUSTS DR D Y PATIL GROUP OF INSTITUTIONS DR D Y PATIL SCHOOL OF ENGINEERING, PUNE (Id: C-46648",Maharashtra
"DR G P R D PATEL INSTITUTE OF TECHNOLOGY AND MANAGEMENT, KANPUR (Id: C-46824",Uttar Pradesh
"DR K N MODI GIRLS ENGINEERING COLLEGE, MODINAGAR (Id: C-46986",Uttar Pradesh
"DR M C SAXENA COLLEGE OF ENGINEERING AND TECHNOLOGY, LUCKNOW (Id: C-46899",Uttar Pradesh
"DR M C SAXENA INSTITUTE OF ENGINEERING AND MANAGEMENT, LUCKNOW (Id: C-46868",Uttar Pradesh
Dr N.G.P. Institute of Technology (Id: C-36929,Tamil Nadu
"DR OM PRAKASH INSTITUTE OF MANAGEMENT AND TECHNOLOGY, FARRUKHABAD (Id: C-46743",Uttar Pradesh
"DR RIZVI COLLEGE OF ENGINEERING, KARARI (Id: C-46860",Uttar Pradesh
"Dr. Ambedkar Institute of Technology, BANGALORE (Id: C-1291",Karnataka
"Dr. Ambedkar Memorial Institute of Information Technology & Management Science,Rourkela (Id: C-43409",Odisha
G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT, GREATER NOIDA (Id: C-46239",Uttar Pradesh
"Dr. Ambedkar Memorial Institute of Information Technology and Management Science, Rourkela (Id: C-30164",Odisha
Dr. B. C. Roy Engineering College 323 (Id: C-6229,West Bengal
"Dr. B. Lal Institute of Biotechnology, Jaipur (Id: C-38949",Rajasthan
"Dr. B.C. Roy Engineering College, Durgapur 120 (Id: C-6176",West Bengal
Dr. B.M. College of Agriculture Engineering & Technology (Id: C-43577,Maharashtra
Dr. B.R. Ambedkar Engineering College (Id: C-27190,Uttar Pradesh
Dr. B.R. Ambedkar Institute of Management & Technology (Id: C-25740,Telangana
"DR. BHIMRAO AMBEDKAR ENGINEERING COLLEGE OF INFORMATION TECHNOLOGY, BIJNOR. (Id: C-46060",Uttar Pradesh
"Dr. D. Y. Patil Biotechnology and Bioinformatics Institute, Tathawade, Pune (Id: C-43240",Maharashtra
"Dr. D. Y. Patil Institute of Engineering & Technology, Pune (Id: C-42227",Maharashtra
"Dr. D.Y. Patil Educational Academys Dr. D.Y. Patil College of Engineering,Pune (Id: C-41656",Maharashtra
"Dr. D.Y. Patil Pratisthans Dr. D.Y.Patil College of B.Sc. Biotechnology,Pune (Id: C-41272",Maharashtra
"Dr. D.Y.Patil Pratishthan Kolhapur's Padmashree Dr. D.Y.Patil Institute of Engineering, Management and Research, Address: Sector no 29, PCNTDA, Ravet, Nigdi Pardhikaran, Akurdi, Pune 44 Taluka: Pimpari Chinchwad (corporation Area) District: Pune (Id: C-41755",Maharashtra
"Dr. D.Y.Patil Pratishthans Institute of Hotel Management and Catering Technology, Tathwade, Pune 411033 (Id: C-41981",Maharashtra
"Dr. D.Y.Patil Pratishthans Institute of Hotel Management and Catering Technology,Pimpri, Pune 411018 (Id: C-41532",Maharashtra
Dr. G.Y.Patharikar College of Computer Science & Information Technology (Id: C-34529,Maharashtra
"Dr. I. T Institute of Management and Technology , Jalalapur (Id: C-10340",Punjab
"Dr. J. J. Magdum College of Engineering, JAYSINGPUR (Id: C-11241",Maharashtra
"DR. K.N. MODI ENGINEERING COLLEGE, MODINAGAR, GHAZIABAD (Id: C-46165",Uttar Pradesh
"DR. K.N. MODI INSTITUTE OF ENGINEERING AND TECHNOLOGY, MODINAGAR, GHAZIABAD (Id: C-46117",Uttar Pradesh
Dr. K.R. Adhikary College of Optometry & Paramedical Technology (Id: C-7064,West Bengal
Dr. Lankapalli Bullayya College of Engineering for Women (Id: C-23917,Andhra Pradesh
"Dr. M V Shetty Institute of Technology, MANGALORE TALUK (Id: C-1335",Karnataka
Dr. M.G.R. Engineering and College (Id: C-36462,Tamil Nadu
Dr. Paul Raj Engineering College (Id: C-19786,Telangana
Dr. Paul's Engineering College (Id: C-16623,Tamil Nadu
"Dr. Radhakrishnan Institute of Technology,Jaipur (Id: C-25088",Rajasthan
Dr. Ram Manohar Lohiya Institutions College of Bio-Science and Technology (Id: C-34502,Maharashtra
Dr. S.J.S Paul Memorial College of Engineering and Technology (Id: C-6551,Puducherry
"Dr. Samuel George Institute of Engineering & Technology, George Town, Darimadugum,(Post & Village) , Markapur(M), PIN-523 316.(CC-35) (Id: C-18080",Andhra Pradesh
"Dr. Shri R.M.S. Institute of Science & Technology College of Pharmacy, Bhanpura Dist - Mandsaur-458775 (Id: C-36261",Madhya Pradesh
"Dr. Sri Sri Sri Shivakumara Mahaswamy College of Engineering, BANGALORE (Id: C-1376",Karnataka
DR. SUBHASH TECHNICAL CAMPUS (695) (Id: C-47844,Gujarat
Dr. Sudhir Chandra Sur Degree Engineering College 255 (Id: C-6175,West Bengal
"Dr. Timmaiah Institute of Technology, K G F (Id: C-1379",Karnataka
Dr. VRK College of Engineering & Technology (Id: C-19654,Telangana
Dr. VRK Women's College of Engineering & Technology (Id: C-19950,Telangana
"DR. Z.H. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, FIROZABAD (Id: C-46066",Uttar Pradesh
Dr.B.R. Ambedkar Institute of Technology (Id: C-6528,Andaman & Nicobar Islands
"Dr.Bhausaheb Nandurkar College of Engineering & Technology, Waghapur Road, Yavatmal. (Id: C-42965",Maharashtra
"Dr.Daulatrao Aher College of Engineering, Banavadi, KARAD, Tal. Karad (Id: C-11008",Maharashtra
Dr.G.U.Pope College of Engineering (Id: C-27084,Tamil Nadu
"Dr.K.V.Subba Reddy College of Engineering for Women, Kurnool (Id: C-26890",Andhra Pradesh
"Dr.K.V.Subba Reddy Institute of Technology, Kurnool (Id: C-26856",Andhra Pradesh
Dr.Mahalingam College of Engineering and Technology (Id: C-37050,Tamil Nadu
Dr.Nagarathinam's College of Engineering (Id: C-37095,Tamil Nadu
Dr.Nallini Institute of Engineering and Technology (Id: C-37101,Tamil Nadu
Dr.Navalar Nedunchezhiyan College of Engineering (Id: C-25037,Tamil Nadu
"Dr.Sau.Kamaltai Gawai Institute of Engineering & Technology, Daryapur. Distt:-Amravati (Id: C-43134",Maharashtra
Dr.Sivanthi Adithanar College of Engineering (Id: C-27038,Tamil Nadu
"Dr.Vikhe Patil Foundations Institute of Advanced Computer and Information Technology, M.I.D.C. Vilad Ghat, Ahmednagar (Id: C-41683",Maharashtra
Dream Institute of Technology 209 (Id: C-6304,West Bengal
DRK College of Engineering & Technology (Id: C-19683,Telangana
DRK Institute of Science & Technology (Id: C-19930,Telangana
"Droan College of Education and Technology, Dineshpur Road, Rudrapur (Id: C-27611",Uttrakhand
"Drona College of Management and Technical Education, 49, Subhash Road, Dehradun (Id: C-24553",Uttrakhand
"DRONACHARYA COLLEGE OF ENGINEERING , GREATER NOIDA, G.B.NAGAR (Id: C-46250",Uttar Pradesh
Dronacharya Institute of Management & Technology (Id: C-10596,Haryana
Dronas College of Management & Technical Education (Id: C-21276,Uttrakhand
"Drona's College of Management and Technical Education, 59, Subhash Road, Mussoorie (Id: C-24555",Uttrakhand
Dumkal Institute of Engg. and Technology 331 (Id: C-6147,West Bengal
Dumkal Institute of Engineering and Technology 131 (Id: C-6241,West Bengal
Durgapur Institute of Advanced Technology and Management 155 (Id: C-6163,West Bengal
Durgapur Institute of Science & Technology (Id: C-44686,West Bengal
"Durgapur Institute of Science, Technology and Management 229 (Id: C-6160",West Bengal
DVR College of Engineering & Technology (Id: C-19807,Telangana
"E V M College of Engineering & Technology, Jonnalagadda, Narasaraopet-522601(CC-AR) (Id: C-17975",Andhra Pradesh
E.S. College of Engineering and Technology (Id: C-16565,Tamil Nadu
Easa College of Engineering & Technology (Id: C-36991,Tamil Nadu
"East West Institute of Technology, BANGALORE (Id: C-1356",Karnataka
"Eastern Academy of Science and Technology (EAST), Phulnakhara (Id: C-30074",Odisha
Easwari Engineering College (Id: C-16560,Tamil Nadu
"Echelon Institute of Technology, Kabulpur Khadar,Patti Parvarish, Faridabad Manjavli Road, Naharpur Faridabad (Id: C-28219",Haryana
Edayathangudy G.S.Pillay Engineering College (Id: C-24989,Tamil Nadu
"EDIFY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MATHURA (Id: C-15208",Uttar Pradesh
"EDIFY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MATHURA (Id: C-46302",Uttar Pradesh
"EDUCOSM TECHNICAL CAMPUS, JAIPUR (Id: C-47683",Rajasthan
"Einstein Academy of Technology and Management (EATM), Bhubaneswar (Id: C-30041",Odisha
Einstein College of Engineering (Id: C-27050,Tamil Nadu
"Ekalavya College of Technology and Science (ECTS), Bhubaneswar (Id: C-30109",Odisha
"Ekalavya Institute of Technology, CHAMARAJANAGAR (Id: C-1230",Karnataka
Ellenki College of Engineering & Technology (Id: C-19782,Telangana
Ellenki College of Engineering For Women (Id: C-19518,Telangana
"ELURU COLLEGE OF ENGINEERING & TECHNOLOGY, Chuttigunta,Apparaopalem,Duggirala (V), Pedavegi (M), Eluru - 534004(CC-JD) (Id: C-18057",Andhra Pradesh
"Engineering College,Ajmer (Id: C-25122",Rajasthan
"Engineering College,Bikaner (Id: C-25171",Rajasthan
ER & DCI Institute of Technology (Id: C-9458,Kerala
Er. Perumal Manimekalai College of Engineering (Id: C-37033,Tamil Nadu
"ERANAD KNOWLEDGE CITY TECHNICAL CAMPUS, CHERUKULAM, MANJERI (Id: C-7987",Kerala
Erode Sengunthar Engineering College (Id: C-37099,Tamil Nadu
"ESAR COLLEGE OF ENGINEERING , MEERUT (Id: C-46967",Uttar Pradesh
"ESHAN COLLEGE OF ENGINEERING, AGRA-MATHURA HIGHWAY, MATHURA (Id: C-46291",Uttar Pradesh
Eshan Institute of Computer Technology (Id: C-32565,Madhya Pradesh
"Eswar College of Engineering, Kesanupalli(V), Narasaraopet , PIN-522 601(CC-JE) (Id: C-18149",Andhra Pradesh
EUREKA INSTITUTE OF COMPUTER & TECHNOLOGY BHOPAL (Id: C-31398,Madhya Pradesh
"Everest Education Society Sanchalit, College of Engineering, Jatwada Road. (Id: C-34489",Maharashtra
EVR College of Engineering & Technology (Id: C-19875,Telangana
"EWING CHRISTIAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY, ALLAHABAD (Id: C-46674",Uttar Pradesh
Excel College of Engineering & Technology (Id: C-37073,Tamil Nadu
Excel College of Technology (Id: C-37011,Tamil Nadu
Excel Engineering College (Id: C-36930,Tamil Nadu
"EXCEL INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MATHURA (Id: C-46412",Uttar Pradesh
Excelsior Education Societys K C College of Engineering Mith Bunder Road Kopri Thane (E) 400 603 (Id: C-34221,Maharashtra
"F.D.L.s Institute of Information Technology and Management Research, Kinetic Chowk, Arangaon Road, Behind Ajay Gas Godown, Ahmednagar 414006 (Id: C-42021",Maharashtra
"F.D.L.s Institute of Information Technology and Management Research,Miri Road, Shevgaon 414502 (Id: C-41601",Maharashtra
"FABTECH TECHNICAL CAMPUS, COLLEGE OF ENGINEERING AND RESEARCH, SANGOLA (Id: C-49336",Maharashtra
Faculty of Agricultural Engineering (Id: C-33323,Chhatisgarh
"FACULTY OF ENGG. AND TECHNOLOGY, AGRA COLLEGE, AGRA (Id: C-46016",Uttar Pradesh
Faculty of Engineering and Technology (Id: C-44611,Rajasthan
"FACULTY OF MANAGEMENT AND TECHNOLOGY, VARANASI (Id: C-47031",Uttar Pradesh
FACULTY OF SCIENCE & TECHNOLOGY (Id: C-35080,Tripura
Faculty of Science & Technology (Id: C-43894,Telangana
"Fairfeed Institute of Management Technology, A-44, Mahipal Pur (Id: C-27896",Delhi
Fairfield Institute of Management & Technology (Id: C-32897,Delhi
Fame International Institute of Technology (Id: C-32397,Madhya Pradesh
"Fatima Michael College of Engineering and Technology, Madurai (Id: C-26784",Tamil Nadu
"Federal Institute of Science and Technology (FISAT), Hormis Nagar, Mookannoor. P.O., Angamaly, Ernakulam -683 577 (Id: C-11794",Kerala
"FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY , RAEBARELI (Id: C-46998",Uttar Pradesh
Ferozpur College of Engg. & Technology (Id: C-32590,Punjab
"FH Shah Institute of Management & Information Technology, Anand (Id: C-1157",Gujarat
Finolex Academy of Management & Technology (Id: C-34021,Maharashtra
"FIT ENGINEERING COLLEGE, KASERU BUXAR, MEERUT (Id: C-46221",Uttar Pradesh
"Flora Education Society's Flora Institute of Technology, Address: A/P Khopi, near Khedshivapur Toll Plaza Off Pune-Satara Highway, TQ Bhor, District - Pune 412205 Taluka: Bhor District: Pune (Id: C-41797",Maharashtra
"FOCUS INSTITUTE OF ENGINEERING AND MANAGEMENT, BAREILLY (Id: C-46715",Uttar Pradesh
"FORT INST. OF TECHNOLOGY GREEN PARK, MAWANA ROAD, MEERUT (Id: C-28706",Uttar Pradesh
"FORTE INSTITUTE OF TECHNOLOGY, MEERUT (Id: C-46177",Uttar Pradesh
Fr Conceicao Rodrigues College of Engineering Band Stand Bandra (West) Mumbai 400 050 (Id: C-33981,Maharashtra
Francis Xavier Engineering College (Id: C-27091,Tamil Nadu
Friend's Institute of Computer Science & Technology (Id: C-32416,Madhya Pradesh
Future Creation Institute of Technology (Id: C-32077,Madhya Pradesh
Future Institute of Engineering and Management 148 (Id: C-6242,West Bengal
"G & R INSTITUTE OF MANAGEMENT AND TECHNOLOGY, VILL-ALLIPUR GIJHORI, BARAN, BULANDSHAR (Id: C-28676",Uttar Pradesh
"G AND R INSTITUTE OF MANAGEMENT AND TECHNOLOGY, BHULANDSHAR (Id: C-46064",Uttar Pradesh
"G B TECHNICAL UNIVERSITY FACULTY OF ARCHITECTURE, LUCKNOW (Id: C-46873",Uttar Pradesh
"G L A INSTITUTE OF TECHNOLOGY AND MANAGEMENT, MATHURA (Id: C-46957",Uttar Pradesh
"G M Institute of Technology, DAVANGERE (Id: C-1374",Karnataka
"G MADEGOWDA INSTITUTE OF TECHNOLOGY, MANDYA (Id: C-45313",Karnataka
"G S S Institute of Technology, BANGALORE (Id: C-1294",Karnataka
"G S S S Institute of Engineering & Technology for Women, MYSORE (Id: C-1341",Karnataka
G V INDSTITUE OF PARAMEDICAL TECHNOLOGY (Id: C-47365,Madhya Pradesh
"G V R & S College of Engineering & Technology, Ganjinenipuram, Near Budampadu,PIN- 522013(CC-2W) (Id: C-18059",Andhra Pradesh
