CollegeName,State Name
"Sagar Institute of Research &Technology Excellence, Ayodhya Bypass Road, Bhopal -462041 (Id: C-35957",Madhya Pradesh
"Sagar Institute of Research Technology & Science (SIRTS), Near ISRO, Ayodhya Nagar, By Pass Road, Bhopal - 462041 (Id: C-36302",Madhya Pradesh
"Sagar Institute of Research, Technology & Science-Pharmacy, Near ISRO, Ayodhya Nagar, By Pass Road, Bhopal - 462041 (Id: C-36252",Madhya Pradesh
"Sagar Institute of Science & Technology & Research (SISTec-R), Sikandrabad, Near Ratibad, Bhadbhada Road, Bhopal (Id: C-35967",Madhya Pradesh
"SAGAR INSTITUTE OF SCIENCE & TECHNOLOGY (SISTEC), GANDHI NAGAR (Id: C-50412",Madhya Pradesh
"Sagar Institute of Science & Technology, Gandhi Nagar, Pipalner Near Airport, Jaipur Road, NH 12, Bhopal - 462036 (Id: C-36296",Madhya Pradesh
"Sagar Institute of Science Technology and Engineering (SISTec-E), Sikandrabad, Near Ratibad, Bhadbhada Road, Bhopal (Id: C-35929",Madhya Pradesh
"SAGAR INSTITUTE OF TECHNOLOGY AND MANAGEMENT DEPARTMENT OF PHARMACY, BARABANKI (Id: C-46706",Uttar Pradesh
"SAGAR INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BARABANKI (Id: C-46707",Uttar Pradesh
Sahaja Institute of Technology & Sciences (Id: C-19881,Telangana
"SAHAKAR MAHARSHI SHANKARRAO MOHITE PATIL INSTITUTE OF TECHNOLOGY AND RESEARCH, SHANKARNAGAR (Id: C-45127",Maharashtra
Sahasra College of Engineering for Women (Id: C-35082,Telangana
"Sahaya College of Mgnt & Technology Kotramangalam, Tirupati (Id: C-27627",Andhra Pradesh
Saheed Capt. D.K.Khola College of Management and Technology (Id: C-28232,Haryana
Sahibzada Ajit Singh Institute of Information Technology & Research (Id: C-10470,Punjab
"Sahyadri Institute of Technology & Management, MANGALORE (Id: C-1265",Karnataka
"Sai College of Engineering and Technology, Sai Vheels, Chowka-Bildha, Ajintha Road. (Id: C-34310",Maharashtra
"Sai Ganapathi Engineering College for Women, Gidijala, Anandapuram (M), PIN-531173 (CC-6F) (Id: C-18152",Andhra Pradesh
Sai Institute of Computer Technology (Id: C-32023,Madhya Pradesh
SAI INSTITUTE OF INFORMATION & EDUCATIONAL TECHNOLOGY BHILAI (Id: C-31462,Chhatisgarh
"SAI INSTITUTE OF INFORMATION AND EDUCATIONAL TECHNOLOGY, BHILAI (Id: C-31307",Chhatisgarh
Sai Institute of Information Technology (Id: C-31921,Madhya Pradesh
"Sai Sakthi Engineering College, Maharajapuram, Tirupathi (Id: C-26935",Andhra Pradesh
"Sai Samajik Santha Sanchalit College of Engineering, Pardarigaon, (Id: C-34400",Maharashtra
"Sai Shikshan Sanstha's Amberwadekar Institute of Technology,Wajuj. Tq. Gangapur. (Id: C-34306",Maharashtra
Sai Spurthy Institute of Technology (Id: C-19890,Telangana
Sai Sudhir Institute of Engineering & Technology for Women (Id: C-19559,Telangana
"Sai Vidya Institute of Technology, BANGALORE (Id: C-1235",Karnataka
"SAINATH INSTITUTE OF PARAMEDICAL TECHNOLOGY , VAIDHAN (Id: C-47489",Madhya Pradesh
Saint Soldier Inst of Mgmt & Technology (Id: C-25165,Rajasthan
"Saintgits College of Engineering, Kottukulam Hills, Pathamuttam P.O., Kottayam 686532 (Id: C-11572",Kerala
SAKSHI INSTITUTE OF INFORMATION TECHNOLOGY GUNA (Id: C-31166,Madhya Pradesh
Sakthi Engineering College (Id: C-16493,Tamil Nadu
Sakthi Mariamman Engineering College (Id: C-16555,Tamil Nadu
Salem College of Engineering and Technology (Id: C-37023,Tamil Nadu
"SALN College of Engineering and Management, Palluru (Id: C-44894",Andhra Pradesh
"Salt Institute of Technology and Management, Salt (Id: C-21922",Uttrakhand
SAM COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-48221,Madhya Pradesh
"SAM College of Engineering and Technology, Village Adampur Chawni, Raisen Road, Bhopal (Id: C-36158",Madhya Pradesh
"Samanta Chandrasekhar Institute of Technology and Management (SCITM), Semiliguda (Id: C-30119",Odisha
"SAMANVAY PRATISHTHANs INSTITUTE OF KNOWLEDGE COLLEGE OF ENGINEERING, SHIRUR (Id: C-48008",Maharashtra
SAMARPIT COMPUTER INSTITUTE OF TECHNOLOGY BARELI (Id: C-31379,Madhya Pradesh
"SAMARTH RURAL EDUCATIONAL INSTITUTE, RAJURIs SAMARTH GROUP OF INSTITUTIONS FACULTY OF ENGINEERING, JUNNAR (Id: C-48184",Maharashtra
Sambalpur University Institute of Information Technology (SUIIT) (Id: C-40983,Odisha
"Sambhram Institute of Technology, BANGALORE (Id: C-1424",Karnataka
"Sampoorna Institute of Technology & Research,RAMANAGAR DIST (Id: C-1293",Karnataka
Sams College of Engineering and Technology (Id: C-16510,Tamil Nadu
Samskruti College of Engineering & Technology (Id: C-19771,Telangana
Sana College of Engineering Technology & Research Institute (Id: C-19800,Telangana
Sana Engineering College (Id: C-19941,Telangana
"Sandip Foundation's Sandip Institute of Engineering and Management, Mahiravani, Trimbak Road, Nashik 422213 (Id: C-44589",Maharashtra
"Sandip Foundations Sandip Institute of Technology & Research Centre, P.O.Mahirawani, Dist.Nashik (Id: C-41520",Maharashtra
"SANDIPANI TECHNICAL AND MEDICAL EDUCATION INSTITUTE, LATUR (Id: C-45177",Maharashtra
"Sanjay Gandhi Institute of Dairy Technology, Patna (Id: C-8351",Bihar
"SANJAY INSTITUTE OF ENGINEERING AND MANAGEMENT, MATHURA (Id: C-46287",Uttar Pradesh
"Sanjay Memorial Institute of Technology (SMIT), Berhampur (Id: C-30151",Odisha
"Sanjeevan Engineering & Technology Institute, Somwar Peth,Panhala, (Id: C-11165",Maharashtra
"Sanjeevani Education Societys College of Engineering, At. Sahajanandnagar, Post. Shingnapur, Tal. Kopargaon, Dist. Ahmednagar 423603 (Id: C-41474",Maharashtra
"Sanjeevani Education Societys College of Engineering, Kopargaon, Dist. Ahmednagar 423603 (Id: C-41291",Maharashtra
Sankalp Institute of Information Technology (Id: C-32339,Madhya Pradesh
"Sanketika Institute of Technology And Management (SITAM), P.M. Palem, PIN -530041 (CC-6D) (Id: C-17971",Andhra Pradesh
Sanketika Vidya Parishad Engineering College (Id: C-24283,Andhra Pradesh
"Sanmati College of Engineering, Sawargaon Barade, Washim (Id: C-42896",Maharashtra
Sanskar Institute of Information Technology (Id: C-32093,Madhya Pradesh
"SANSKAR INSTITUTE OF INFORMATION TECHNOLOGY MANAGEMENT, MALANPUR (Id: C-48024",Madhya Pradesh
Sanskar Institute of Management & Information Technology (Id: C-4127,Gujarat
SANSKAR INSTITUTE OF TECHNOLOGY (953) (Id: C-47850,Gujarat
"SANSKAR INSTITUTE OF TECHNOLOGY MANAGEMENT, PARA KA PURA, ATER (Id: C-48025",Madhya Pradesh
SANSKRITI INSTITUTE OF EDUCATION AND TECHNOLOGY (Id: C-28052,Haryana
"SANSKRITI INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MATHURA. (Id: C-46301",Uttar Pradesh
"SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING, KOLHAPUR (Id: C-48662",Maharashtra
"Santhinikethan Institute of Technology, Tirupati (Id: C-27734",Andhra Pradesh
"Santhiram Engineering College, Nandyal (Id: C-26952",Andhra Pradesh
Sapthagiri College of Engineering (Id: C-36979,Tamil Nadu
"Sapthagiri College of Engineering, BANGALORE (Id: C-1359",Karnataka
Sarabhai Institute of Science and Technology (Id: C-9470,Kerala
"Sarada Institute of Science, Technology And Management (SISTAM), Ampolu Road,PIN-532404(CC-51) (Id: C-18163",Andhra Pradesh
Sarada Institute of Technology & Science (Id: C-19662,Telangana
"Sarada Institute of Technology and Management (MBA exclusively for Women) D.No. 24-5-6, Gandhi Nagar, Vijayawada-520003(CC-8F) (Id: C-18135",Andhra Pradesh
"Saraf Institute of Engineering & Technology,Hanumangarh (Id: C-25270",Rajasthan
Saranathan College of Engineering (Id: C-25006,Tamil Nadu
Saraswathi Velu College of Engineering (Id: C-16522,Tamil Nadu
Saraswathy College of Engineering and Technology (Id: C-16538,Tamil Nadu
Saraswati Education Societys Group of Institutions Sau. Vandana N. Tasgaonkar Technical Education Complex At Disksal Post Koshane Kalyan Karjat RoadTal. Karjat Dist. Raigad 401 201 (Id: C-33541,Maharashtra
Saraswati Education Societys Saraswati College of Engineering Kharghar Navi Mumbai (Id: C-33575,Maharashtra
Saraswati Education Societys Yadavrao Tasgaonkar Institute of Engineering Technology Chandhai Near Bhivpuri Road Station Tal Karjat Dist.Raigad (Id: C-33745,Maharashtra
"SARASWATI HIGHER EDUCATION AND TECHNICAL COLLEGE OF ENGINEERING, VARANASI (Id: C-47040",Uttar Pradesh
"SARASWATI HIGHER EDUCATION AND TECHNICAL COLLEGE OF PHARMACY, VARANASI (Id: C-47721",Uttar Pradesh
"Saraswati Institute of Engineering & Technology, Tripuri Ward, Sagda, Jabalpur - 482003 (Id: C-36150",Madhya Pradesh
"SARASWATI INSTITUTE OF ENGINEERING AND TECHNOLOGY, GHAZIABAD (Id: C-46388",Uttar Pradesh
Saraswati Institute of Management & Technology (Id: C-21278,Uttrakhand
"Saraswati Institute of Management and Technology, Kashipur Road Rudrapur (Id: C-21923",Uttrakhand
"SARASWATI INSTITUTE OF TECHNOLOGY AND MANAGEMENT, UNNAO (Id: C-47027",Uttar Pradesh
"Saraswati Mandir Sansthas L.K.Phatak Institute of Technology and Management, Shukrawar Peth, Bajirao Road, Pune 411002 (Id: C-41353",Maharashtra
"SARASWATI VIDYA MANDIR SCIENCE & TECHNOLOGY MAHAVIDYALAYA, LALGANJ, PRATAPGARH (Id: C-42605",Uttar Pradesh
"SARDAR BHAGAT SINGH COLLEGE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW (Id: C-46938",Uttar Pradesh
Sardar Patel College of Engineering Andheri (West) Mumbai 400 058 (Id: C-34112,Maharashtra
Sardar Patel College of Engineering Andheri (West) Mumbai-400 058 (Id: C-34182,Maharashtra
"Sardar Patel College of Technology (B.Pharmacy), Sardar Patel Campur, Gaykhuri, Balagat - 481001"" (Id: C-36265",Madhya Pradesh
"Sardar Patel College of Technology, Gayakhuri, Balaghat (Id: C-36232",Madhya Pradesh
"Sardar Patel Institute of Science and Technology Mahavidyalaya, Moharipur, Gorakhpur (Id: C-14218",Uttar Pradesh
"Sardar Patel Institute of Technology and Management, Mandleshwar, Chitod Bhusawal Highway, Choli road, Mandleshwar (Id: C-36256",Madhya Pradesh
Sardar Raja College of Engineerings (Id: C-27030,Tamil Nadu
SARDAR VALLABHBHAI PATEL INSTITUTE OF TECHNOLOGY-530 (Id: C-49624,Gujarat
"SAROJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW (Id: C-46939",Uttar Pradesh
Saroj Mohan Institute of Technology 168-WBUT (Id: C-6137,West Bengal
"SAROJINI INSTITUTE OF TECHNOLOGY, Telaprolu (V), Unguturu(M), PIN- 521109(CC-MF) (Id: C-17895",Andhra Pradesh
Sarojmohan Institute of Technology 168 (Id: C-6181,West Bengal
"Sarvajanik College of Engineering & Technology (M. Sc.(Enviro.), M. Arch.(City Des.)) (Id: C-686",Gujarat
Sarvajanik College of Engineering & Technology(Architecture) (Id: C-17862,Gujarat
SARVODAY COLLEGE OF SCIENCE & TECHNOLOGY - RAJKOT (Id: C-10237,Gujarat
"SARVOTTAM INSTITUTE OF TECHNOLOGY AND MANAGEMENT,G. NOIDA (Id: C-46263",Uttar Pradesh
"Sasi Institute of Technology & Engineering, Kadakatla, Tadepalligudem, Pin-534101(CC-K6) (Id: C-17929",Andhra Pradesh
Sasurie Academy of Engineering (Id: C-36977,Tamil Nadu
Sasurie College of Engineering (Id: C-36935,Tamil Nadu
Sat kabir Institute of Technology (Id: C-28207,Haryana
Sat Priya Institute of Engg. & Technology (Id: C-28141,Haryana
"Satara College of Engineering and Management, (Id: C-10991",Maharashtra
SATNA INSTITUTE OF INFORMATION TECHNOLOGY SATNA (Id: C-31320,Madhya Pradesh
Satya College of Engineering & Technology (Id: C-28246,Haryana
Satyam College of Engineering and Technology (Id: C-27096,Tamil Nadu
"SATYAM COLLEGE OF ENGINEERING, PILKHUWA, GHAZIABAD (Id: C-46171",Uttar Pradesh
"satyam Institute of Management and Technology, Nakodar (Id: C-10330",Punjab
"Satyananda Institute of Management and Information Technology (SIMIT), Cuttack (Id: C-30087",Odisha
"Satyasai Engineering College (SEC), Balasore (Id: C-30161",Odisha
SATYUG DARSHAN INSTITUTE OF ENGINEERING AND TECHNOLOGY (Id: C-48182,Haryana
"Sau. Sushila Danchand Ghodawat Charitable Trust Group of Institutions Faculty of Engineering, Gat No. 583-585, Atigre, Tal. Hatkanangale (Id: C-11170",Maharashtra
"Saupura College of Information and Bio-Technology, Sausar (Pipla) (Id: C-19190",Madhya Pradesh
Saveetha Engineering College (Id: C-16590,Tamil Nadu
Saveetha School of Engineering (Id: C-16287,Tamil Nadu
Savithribai Phule Institute of Management and Technology (Id: C-18403,Maharashtra
"SAWAI MADHOPUR COLLEGE OF ENGINEERING AND TECHNOLOGY, SAWAI MADHOPUR (Id: C-47682",Rajasthan
"SB Jain Institute of Technology Management and Research, Yerla (Id: C-18645",Maharashtra
"SBM College of Engineering and Technology, Dindigul (Id: C-26796",Tamil Nadu
SCAD College of Engineering and Technology (Id: C-27048,Tamil Nadu
Scad Engineering College (Id: C-27056,Tamil Nadu
SCAD INSTITUTE OF TECHNOLOGY (Id: C-48261,Tamil Nadu
Scholar's Institute of Technology (Id: C-17231,Assam
School of Animal Biotechnology (Id: C-449,Punjab
School of Biotechnology (Id: C-44796,Uttar Pradesh
"SCHOOL OF BUSINESS MANAGEMENT AND TECHNOLOGY, CAMPUS 11TH STONE, NH-91, KHURJA ROAD, BULANDSHAHR Mob. No.8006403200, 8006403201, 8006403205 (Id: C-28726",Uttar Pradesh
"School of Engineering & Technology (JITM), Paralakhemundi (Id: C-16458",Odisha
School of Engineering (Id: C-130,Gujarat
School of Engineering (Id: C-44795,Uttar Pradesh
School of Engineering (Id: C-9462,Kerala
School of Information and Communication Technology (Id: C-44793,Uttar Pradesh
School of Petroleum Technology (Id: C-10230,Gujarat
School of Pharmacy & Technology Management and Mukesh Patel School of Technology Management and Engineering- Shirpur Campus (Id: C-14055,Maharashtra
School of Pharmacy Chouksey Engineering College Bilaspur. (Id: C-16663,Chhatisgarh
School of Technology (Id: C-10232,Gujarat
Scient Institute of Technology (Id: C-19898,Telangana
"SCMS Institute of Bio-Science & Biotechnology Research & Development Management House, South Kalamassery, Cochin (Id: C-17431",Kerala
"SCMS School of Technology & Management, Muttom, Aluva (Id: C-11633",Kerala
"Scope College of Engineering, NH-12, Hoshangabad Road, Village Bhaironpur, Misrod Bhopal.-462026"" (Id: C-36055",Madhya Pradesh
"SDM College (Autonomous), PG Dept. of Biotechnology, Ujire (Id: C-16871",Karnataka
"SEA College of Engineering & Technology, BANGALORE (Id: C-1268",Karnataka
Seacom Engineering College 206 (Id: C-6298,West Bengal
"Search College of Technical Education, Yavatmal. (Id: C-43127",Maharashtra
"SECAB Institute of Engg. & Technology, BIJAPUR (Id: C-1397",Karnataka
SEEMANT INSTITUTE OF TECHNOLOGY (Constituent College of Uttarakhand technical University) (Id: C-21319,Uttrakhand
"Seemanta Engineering College (SEC), Mayurbhanj (Id: C-30106",Odisha
"Seeramreddy Sanyasinaidu, Institute of Technology (Id: C-24019",Andhra Pradesh
Selaqui Institute of Engineering & Technlogy (Id: C-21259,Uttrakhand
Selvam College of Technology (Id: C-37068,Tamil Nadu
Sembodai Rukmani Varatharajan Engineering College (Id: C-24998,Tamil Nadu
Sengunthar College of Engineering (Id: C-36945,Tamil Nadu
Sengunthar Engineering College (Id: C-36966,Tamil Nadu
SESHACHALA INSTITUTE OF ENGINEERING & TECHNOLOGY (Id: C-44973,Andhra Pradesh
"Seshachala Institute of Technology,Tirupati (Id: C-26863",Andhra Pradesh
Seth Banarsi Dass Institute of Management & Technology (Id: C-10787,Haryana
Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology (Id: C-10653,Haryana
Sethu Institute of Technology (Id: C-27064,Tamil Nadu
SGT Institute of Engineering & Technology (Id: C-28012,Haryana
"SGVB Institute of Arts Commerce and Information Technology, deoli (Id: C-18677",Maharashtra
Sh. Atamanand Jain Institute of Management & Technology (Id: C-10591,Haryana
Sh. Guru Har Krishan Institute of Management & Technology (Id: C-10572,Haryana
Shaaz College of Engineering & Technology (Id: C-19869,Telangana
Shadan College of Engineering & Technology (Id: C-19570,Telangana
"Shadan College of Medical Lab Technology, Hyderabad (Id: C-30431",Telangana
Shadan Women's College of Engineering & Technology (Id: C-19942,Telangana
Shah Satnam Ji Institute of Technology & Managment (Id: C-27597,Haryana
"Shahajirao Patil Vikas Pratishthans S.B.Patil College of Engineering, Vangali, Tal. Indapur, Dist.Pune 413106 (Id: C-41982",Maharashtra
Shaheed Bhagat Singh Institute of Management & Technology (Id: C-10634,Haryana
Shaheed Bhagat Singh Polytechnic and Pharmacy College (Id: C-10375,Punjab
Shaheed Udham Singh College of Management and Technology (Id: C-10341,Punjab
Shaheed Udham Singh Institute of Information Technology and Research (Id: C-10329,Punjab
"Shahid Udham Singh College of Research & Technology, Tangori, Mohali (Id: C-22266",Punjab
Shahjehan College of Engineering & Technology (Id: C-19672,Telangana
"Shah-Shib College of Engineering,CHIKKABALLAPUR (Id: C-1386",Karnataka
"Shahul Hameed Memorial Engineering College, Kadakkal, Kollam (Id: C-43628",Kerala
"Shaikh College of Engineering & Technology, BELGAUM (Id: C-1317",Karnataka
Shakuntala Devi Memorial Computer Technology & Management (Id: C-32430,Madhya Pradesh
"SHALAKA FOUNDATIONS KEYSTONE SCHOOL OF ENGINEERING, PUNE (Id: C-45882",Maharashtra
"SHAMBHUNATH INSTITUTE OF ENGG AND TECHNOLOGY , ALLAHABAD (Id: C-46683",Uttar Pradesh
"SHAMLI INSTITUTE OF ENGINEERING AND TECHNOLOGY, MUZAFARNAGAR (Id: C-46403",Uttar Pradesh
"SHAMLI INSTITUTE OF MANAGEMENT AND COMPUTER TECHNOLOGY, SHAMLI (Id: C-47011",Uttar Pradesh
"Shankara Institute of Technology,jaipur (Id: C-26770",Rajasthan
Shanmuganathan Engineering College (Id: C-25059,Tamil Nadu
"SHANTI INSTITUTE OF TECHNOLOGY KURALI, BAGHPAT ROAD, MEERUT (Id: C-28632",Uttar Pradesh
Shanti Niketan College of Engineering (Id: C-27598,Haryana
"SHANTI NIKETAN INSTITUTE OF TECHNOLOGY, RAHU NANGLI, CHANDPUR (BIJNOR) (Id: C-49793",Uttar Pradesh
"Shanti NiketanInstitute of Technology, Ratlam (Id: C-32598",Madhya Pradesh
"SHANTI UDAY COLLEGE OF SCIENCE AND TECHNOLOGY, AKOLA MALPURA, AGRA (Id: C-47633",Uttar Pradesh
Shantiniketan Technical Institute (Id: C-32399,Madhya Pradesh
"Sharad Institute of Technology College of Engineering, Gat (Id: C-11110",Maharashtra
Sharadchandrajee Pawar College of Biotechnology (Id: C-43578,Maharashtra
SHARDA INSTITUTE OF MANAGEMENT & TECHNOLOGY HARIDWAR (Id: C-31485,Uttrakhand
"SHARDA INSTITUTE OF MANAGEMENT AND TECHNOLOGY, KANPUR (Id: C-46851",Uttar Pradesh
Sharma College of Business & Technology (Id: C-23023,Jammu and Kashmir
"Sha-Shib College of Technology, Parvalia, Bhopal - 462030 (Id: C-36309",Madhya Pradesh
"Sheel Devi Institute of Management & Technology, Ballabgarh, . Fairdabad (Id: C-28366",Haryana
"Shekhawati Engineering College,Dundlod,Jhunjhunu (Id: C-25142",Rajasthan
"Shekhawati Girls Engineering College,Dundlod,Jhunjhunu (Id: C-25224",Rajasthan
"Shekhawati Institute of Engineering & Technology,Sikar (Id: C-25190",Rajasthan
Shekhawati Institute of Technology (Id: C-27837,Rajasthan
Shepherd School of Engineering & Technology (Id: C-35396,Uttar Pradesh
"SHERWOOD COLLEGE OF ENGINEERING RESEARCH AND TECHNOLOGY, BARABANKI (Id: C-46709",Uttar Pradesh
"SHETTY INSTITUTE OF TECHNOLOGY, GULBARGA (Id: C-45312",Karnataka
Shevaroys College of Hotel Managemnt & Catering Technology (Id: C-9484,Tamil Nadu
"Shibani Institute of Technical Education (SITE), Bhubaneswar (Id: C-30136",Odisha
"Shirdi Sai Engineering College, BANGALORE (Id: C-1391",Karnataka
"Shirur S..M.s Manikchand Dariwal Institute of Rural Management and Technology, Shirur Ghodnadi, Dist. Pune 412210 (Id: C-42189",Maharashtra
SHITLA PRATAP SINGH COMPUTER TECHNOLOGY UMARIA (Id: C-31090,Madhya Pradesh
"Shiv Kumar Singh Institute of Technology and Science, Gram Dehri (Bangwasa) Infront of IIM, Pithampur Road, Indore (Id: C-36018",Madhya Pradesh
Shiv Technical Institute of Computer Education (Id: C-32087,Madhya Pradesh
"Shiva Institute of Engineering & Technology, Chandpur, Distt Bilaspur, (Id: C-11497",Himachal Pradesh
"Shivaji Institute of Engineering & Management, Parbhani (Id: C-7470",Maharashtra
Shivaji Institute of Information Technology (Id: C-32197,Madhya Pradesh
Shivajirao S Jondhale College of Engineering Vishnu Nagar Dombivli (West) Dist Thane (Id: C-34225,Maharashtra
Shivalik College of Engg. & Technology (Id: C-10586,Haryana
"Shivam Institute of Management, Commerce & Computer Technology, Valasan (Id: C-1217",Gujarat
"SHIVAM TECHNICAL CAMPUS, KHURJA, BULANDSHAHR. (Id: C-46063",Uttar Pradesh
Shivani Engineering College (Id: C-25030,Tamil Nadu
Shivani Institute of Technology (Id: C-25025,Tamil Nadu
"SHIVDAN SINGH INSTITUTE OF TECHNOLOGY AND MANAGEMENT, ALIGARH (Id: C-46661",Uttar Pradesh
"SHIVGYAN DEGREE COLLEGE MANAGMENT AND TECHNOLOGY, KHANDAUA (Id: C-47314",Uttar Pradesh
"Shivkumarsingh Instt. of Science & Technology, Gram Dehadi, Near IIM, Indore (Id: C-29793",Madhya Pradesh
"Shobhasaria Engineering College,Sikar (Id: C-25238",Rajasthan
"SHOBHIT INSTITUTE OF ENGINEERING AND TECHNOLOGY, SAHARANPUR (Id: C-46092",Uttar Pradesh
Shradchandrajee Pawar College of Food Technology (Id: C-43590,Maharashtra
"SHREE BANKE BIHARI INSTITUTE OF TECHNOLOGY, MEERUT (Id: C-46421",Uttar Pradesh
Shree Dev bhoomi Institute of Education Science & Technology (Id: C-21315,Uttrakhand
"Shree Devi Institute of Technology, MANGALORE (Id: C-1405",Karnataka
"SHREE DIGAMBER INSTITUTE OF TECHNOLOGY,Mitrapura,DAUSA (Id: C-25080",Rajasthan
SHREE GANAPATI INSTITUTE OF EDUCAITON & TECHNOLOGY (Id: C-28454,Haryana
"Shree Ganesh Institute of Management and Technology, Rakhra (Id: C-10360",Punjab
"SHREE GANPATI INSTITUTE OF TECHNOLOGY, GHAZIABAD (Id: C-46758",Uttar Pradesh
"Shree Institute of Science & Technology, Godarmau, Abbas Nagar, Bhopal-462036 (Id: C-36287",Madhya Pradesh
"SHREE INSTITUTE OF SCIENCE AND TECHNOLOGY, ABBAS NAGAR (Id: C-50425",Madhya Pradesh
"SHREE L R TIWARI COLLEGE OF ENGINEERING, THANE (Id: C-46313",Maharashtra
Shree Madhav Institute of Computer And Information Technology (B. C. A.) (Id: C-694,Gujarat
"Shree Mahavir Education Society's Nashik Sanghavi College of Engineering Address: Mhasrul Varvandi Road, Village Varvandi, Nashik-422202 Taluka: Dindori District: Nashik (Id: C-41333",Maharashtra
Shree Motilal Kanhaiyalal Fomra Institute of Technology (Id: C-16508,Tamil Nadu
SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS(114) (Id: C-47848,Gujarat
"Shree PM Patel College of Computer Science & Technology, Anand (Id: C-1204",Gujarat
"Shree PM Patel College of Paramedical Science and Technology, Anand (Id: C-1187",Gujarat
"Shree PM Patel Institute of Integrated M.Sc. in Biotechnology, Anand (Id: C-1189",Gujarat
"Shree Ramchandra Education Society Lonikand, Pune Shree Ramchandra College of Engineering, Address: Gat No 351 and 333/1, A/p Lonikand, Pune-Nagar Road Taluka: Haweli (excluding Corporation Area) District: Pune (Id: C-41486",Maharashtra
Shree Rayeshwar Institute of Engineering & Information Technology Shiroda (Id: C-44947,Goa
Shree Sai Institute of Technology (Id: C-32257,Madhya Pradesh
"Shree Sai Institute of Technology, Jaora Road, Ratlam 45700 (Id: C-35984",Madhya Pradesh
"SHREE SATHYAM COLLEGE OF ENGINEERING AND TECHNOLOGY, SALEM (Id: C-45302",Tamil Nadu
Shree Vaishnav Institute of Technology (Id: C-32572,Madhya Pradesh
Shree Venkateshwara Hi-Tech Engineering College (Id: C-37087,Tamil Nadu
"Shreejee Institute of Technology and Management , Khandwa Road, , Khargone (Id: C-36197",Madhya Pradesh
Shreemati Jamnabai H. Wadhwa College of Technology and Kothari College of Management Studies (Id: C-44323,Maharashtra
Shreenivasa Engineering College (Id: C-36976,Tamil Nadu
SHREERAM INSTITUTE OF ENGINEERING AND TECHOLOGY TAL PANIVA TAL.MALSHIRAS DIST-SOLAPUR (Id: C-15696,Maharashtra
"Shreeyash Pratishthan's Shreeyash College of Engineering and Technology , Satara Tanda. (Id: C-34296",Maharashtra
Shri Adichunchanagiri Biotechnology & Cancer Research Centre Balagangadharanatha Nagar Nagamangala Tq Mandya . (Id: C-17374,Karnataka
"Shri Ambabai Talim Sanstha, Sanjay Bhokare Group of Institutes, Faculty of Engineering, Tilak Nagar, Miraj-Sangli Road, Miraj – 416 414, Dist-Sangli. (Id: C-49105",Maharashtra
Shri Andal Alagar College of Engineering (Id: C-16464,Tamil Nadu
Shri Angalamman College of Engineering and Technology (Id: C-25051,Tamil Nadu
Shri Baglamukhi Ma Institute of Technology (Id: C-32272,Madhya Pradesh
Shri Balaji Faculty of Information Technology & Business Management (Id: C-10278,Punjab
"Shri Balaji Institute of Technology & Management, Khasra No. 238, Village Gohchi, Tah. & Dist. Betul - 460005 (Id: C-36246",Madhya Pradesh
Shri Balwant Institute of Technology & Management (Id: C-19294,Haryana
"SHRI CHANDRA NURSING INSTITUTE, G.ROAD, POLYTECHNIC COLLEGE, G.E. ROAD, AMIT MEDICAL STORES, SINDHI COLONY (Id: C-32982",Chhatisgarh
"Shri Chankya Education Societys Indira College of Engineering & Technoloogy, Parandawadi, Tal.Maval,Dist. Pune (Id: C-41944",Maharashtra
"Shri Chhatrapati Shivaji Vidya Vikas Mandal, Kolegaon, Tuljabhavani College of Information Technology, Tuljapur. (Id: C-34590",Maharashtra
Shri G. N. Patel College of Dairy Science and Feed Technology (Id: C-34254,Gujarat
"Shri G. S. Institute of Technology & Science, 23,Park Road, Indore - 452003 (Id: C-36143",Madhya Pradesh
"Shri Gajanan Maharaj Shikshan Prasarak Mandals Sharadchandra Pawar College of Engineering , At. Dumberwadi, Post. Khamundi, Tal. Junnar, Dist.Pune 412409 (Id: C-41824",Maharashtra
"SHRI GIRRAJ COLLEGE OF ENGINEERING AND MANAGEMENT, MATHURA (Id: C-46963",Uttar Pradesh
"SHRI GIRRAJ MAHARAJ COLLEGE OF ENGINEERING AND MANAGEMENT, MUDESI, MATHURA (Id: C-46293",Uttar Pradesh
"SHRI GOPI CHAND INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BAGHPAT (Id: C-46360",Uttar Pradesh
"Shri Govindram Seksaria Institute of Technology & Science Pharmacy College, 23,Park Road, Indore - 452003 (Id: C-36234",Madhya Pradesh
"Shri Govindram Seksaria Institute of Technology & Science, 23,Park Road, Indore (Id: C-35961",Madhya Pradesh
"Shri Guru Sandipani Institute of Technology & Science, Opposite R D Gardi Medical College, Village-Surasa, Agar Road, Ujjain (Id: C-36195",Madhya Pradesh
